setid,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
VrrMi,100,288.15,1.49093,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,293.15,1.48966,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,298.15,1.48834,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,303.15,1.48706,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,308.15,1.48577,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,313.15,1.48445,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,318.15,1.48317,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,323.15,1.48185,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,328.15,1.48052,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,333.15,1.4792,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,338.15,1.47784,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,343.15,1.47646,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,348.15,1.47502,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
VrrMi,100,353.15,1.47363,Lee et al. (2016),Refractive index,Liquid,ABjXYg,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,tetrabutylammonium 2-(bis(2-hydroxyethyl)amino)ethanesulfonate,,,,,,,
