setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
weqMJ,293.15,0,101,1.36138,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,293.15,0.0447,101,1.37484,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,293.15,0.0982,101,1.38484,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,293.15,0.1976,101,1.3975,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,293.15,0.2897,101,1.40449,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,293.15,0.3897,101,1.41009,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,293.15,0.499,101,1.41448,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,293.15,0.5896,101,1.41703,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,293.15,0.708,101,1.41965,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,293.15,0.8037,101,1.4215,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,293.15,0.904,101,1.42304,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,293.15,0.9502,101,1.42375,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,293.15,1,101,1.4244,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,0,101,1.35929,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,0.0447,101,1.37299,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,0.0982,101,1.38315,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,0.1976,101,1.3959,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,0.2897,101,1.40291,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,0.3897,101,1.40855,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,0.499,101,1.41289,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,0.5896,101,1.41553,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,0.708,101,1.41817,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,0.8037,101,1.42004,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,0.904,101,1.42165,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,0.9502,101,1.42231,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,298.15,1,101,1.42302,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,0,101,1.35725,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,0.0447,101,1.37124,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,0.0982,101,1.38286,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,0.1976,101,1.39478,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,0.2897,101,1.40181,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,0.3897,101,1.40752,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,0.499,101,1.41174,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,0.5896,101,1.41412,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,0.708,101,1.41682,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,0.8037,101,1.41858,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,0.904,101,1.42026,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,0.9502,101,1.42112,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
weqMJ,303.15,1,101,1.42165,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
