setid,Mole fraction of propan-2-ol,Mole fraction of water,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
hoZyN,0.1346,0.8492,101,298.15,1.37292,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.1434,0.7686,101,298.15,1.4097,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.1486,0.8265,101,298.15,1.37965,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.1684,0.791,101,298.15,1.38931,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.1722,0.7044,101,298.15,1.4199,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.186,0.4128,101,298.15,1.45589,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.1902,0.2437,101,298.15,1.46423,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.1919,0.7505,101,298.15,1.39761,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.1967,0.7884,101,298.15,1.37527,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.2002,0.126,101,298.15,1.46762,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.213,0.764,101,298.15,1.38069,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.2231,0.6971,101,298.15,1.40584,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.2236,0.5957,101,298.15,1.43083,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.24,0.7229,101,298.15,1.38851,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.2632,0.6269,101,298.15,1.41416,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.2695,0.6784,101,298.15,1.39515,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.2845,0.2154,101,298.15,1.45842,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.2891,0.6901,101,298.15,1.38109,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.2964,0.1109,101,298.15,1.46203,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.3084,0.6205,101,298.15,1.4018,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.3223,0.6446,101,298.15,1.38722,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.331,0.5133,101,298.15,1.42265,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.3555,0.6325,101,298.15,1.37773,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.3575,0.5968,101,298.15,1.39241,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.3595,0.545,101,298.15,1.40819,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.3755,0.3167,101,298.15,1.44179,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.4012,0.5373,101,298.15,1.39752,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.4151,0.5563,101,298.15,1.3856,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.4354,0.4332,101,298.15,1.4149,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.4571,0.4619,101,298.15,1.40248,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.4723,0.2676,101,298.15,1.43361,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.4839,0.1553,101,298.15,1.44315,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.4843,0.0813,101,298.15,1.44825,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.4888,0.4963,101,298.15,1.38037,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.5022,0.4466,101,298.15,1.39324,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.533,0.3583,101,298.15,1.40784,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.5641,0.4049,101,298.15,1.38635,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.5715,0.2173,101,298.15,1.42468,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.5849,0.1249,101,298.15,1.43349,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.5934,0.399,101,298.15,1.37794,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.6305,0.2835,101,298.15,1.4009,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.6619,0.2877,101,298.15,1.39153,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.6749,0.1649,101,298.15,1.41446,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.6881,0.0939,101,298.15,1.42243,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.6918,0.0486,101,298.15,1.42737,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.7683,0.1972,101,298.15,1.38623,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.7943,0.0324,101,298.15,1.4136,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.8792,0.1028,101,298.15,1.3809,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.8849,0.0584,101,298.15,1.39062,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
hoZyN,0.8921,0.0325,101,298.15,1.39461,Gonzalez et al. (2008c),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
