setid,"Temperature, K",Mole fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
TYiXs,288.15,0.9507,101,1.39472,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,288.15,0.9517,101,1.3939,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,288.15,1,101,1.33349,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0,101,1.49681,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.096,101,1.49519,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.1277,101,1.49459,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.2116,101,1.49278,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.3077,101,1.49032,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.3942,101,1.48751,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.4952,101,1.48329,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.5023,101,1.48284,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.6047,101,1.47674,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.6137,101,1.4761,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.7061,101,1.46748,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.7177,101,1.46612,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.7571,101,1.46078,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.8208,101,1.4487,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.8468,101,1.44172,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.9034,101,1.42145,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.904,101,1.42118,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.9492,101,1.39362,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.9507,101,1.39249,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,0.9517,101,1.39161,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,298.15,1,101,1.33255,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0,101,1.49392,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.096,101,1.49222,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.1277,101,1.49162,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.2116,101,1.48982,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.3077,101,1.4871,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.3942,101,1.48432,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.4952,101,1.47987,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.5023,101,1.47973,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.6047,101,1.47345,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.6137,101,1.47289,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.7061,101,1.46424,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.7177,101,1.46281,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.7571,101,1.45746,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.8208,101,1.44577,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.8468,101,1.43884,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.9034,101,1.41909,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.904,101,1.41891,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.9492,101,1.39175,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.9507,101,1.39055,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,0.9517,101,1.3897,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
TYiXs,308.15,1,101,1.33131,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
