setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
OuhJR,314.613,0.009,101,1.3875,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,314.613,0.263,101,1.4039,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,316.006,0.01,101,1.387,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,316.006,0.251,101,1.4028,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,317.43,0.013,101,1.3866,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,317.43,0.239,101,1.4017,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,318.643,0.015,101,1.3862,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,318.643,0.226,101,1.4006,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,319.67,0.018,101,1.386,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,319.67,0.214,101,1.3996,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,320.524,0.02,101,1.3858,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,320.524,0.205,101,1.3988,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,321.223,0.021,101,1.3856,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,321.223,0.193,101,1.3979,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,321.793,0.024,101,1.3856,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,321.793,0.188,101,1.3974,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,322.244,0.026,101,1.3856,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,322.244,0.181,101,1.3968,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,322.608,0.028,101,1.3856,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,322.608,0.173,101,1.3962,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,322.917,0.031,101,1.3857,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,322.917,0.166,101,1.3957,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,323.177,0.033,101,1.3858,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,323.177,0.161,101,1.3953,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,323.394,0.035,101,1.3859,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,323.394,0.156,101,1.3949,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,323.579,0.037,101,1.386,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,323.579,0.152,101,1.3946,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,323.719,0.039,101,1.3861,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,323.719,0.147,101,1.3942,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,323.844,0.041,101,1.3862,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,323.844,0.145,101,1.394,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,323.943,0.043,101,1.3863,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,323.943,0.14,101,1.3937,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.032,0.045,101,1.3865,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.032,0.138,101,1.3935,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.105,0.047,101,1.3866,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.105,0.134,101,1.3932,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.165,0.048,101,1.3867,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.165,0.131,101,1.393,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.215,0.05,101,1.3868,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.215,0.128,101,1.3928,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.258,0.051,101,1.3869,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.258,0.125,101,1.3926,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.294,0.052,101,1.387,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.294,0.124,101,1.3925,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
OuhJR,324.325,0.054,101,1.3871,Cui et al. (2013),Refractive index,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
