setid,Mole fraction of acetone,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
JZvxO,0,101,298.15,1.55065,Caeiro et al. (2022),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
JZvxO,0.1125,101,298.15,1.54287,Caeiro et al. (2022),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
JZvxO,0.1889,101,298.15,1.53596,Caeiro et al. (2022),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
JZvxO,0.3058,101,298.15,1.52501,Caeiro et al. (2022),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
JZvxO,0.3917,101,298.15,1.51465,Caeiro et al. (2022),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
JZvxO,0.5127,101,298.15,1.49785,Caeiro et al. (2022),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
JZvxO,0.6,101,298.15,1.4827,Caeiro et al. (2022),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
JZvxO,0.6892,101,298.15,1.46416,Caeiro et al. (2022),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
JZvxO,0.7842,101,298.15,1.43948,Caeiro et al. (2022),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
JZvxO,0.9008,101,298.15,1.40112,Caeiro et al. (2022),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
JZvxO,1,101,298.15,1.35595,Caeiro et al. (2022),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,,
