setid,"Temperature, K",Mole fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ytSBS,293.15,0.1484,100,1.49559,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,293.15,0.6248,100,1.47382,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,293.15,0.7967,100,1.45009,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,293.15,0.8872,100,1.42226,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,293.15,0.9273,100,1.39977,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,293.15,0.9511,100,1.38449,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,293.15,0.9724,100,1.36584,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,293.15,0.9834,100,1.35401,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,293.15,1,100,1.33299,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,298.15,0.1484,100,1.49425,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,298.15,0.6248,100,1.47247,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,298.15,0.7967,100,1.44877,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,298.15,0.8872,100,1.42108,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,298.15,0.9273,100,1.3987,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,298.15,0.9511,100,1.38382,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,298.15,0.9724,100,1.3651,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,298.15,0.9834,100,1.35336,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,298.15,1,100,1.33249,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,303.15,0.1484,100,1.49291,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,303.15,0.6248,100,1.47101,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,303.15,0.7967,100,1.44748,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,303.15,0.8872,100,1.4199,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,303.15,0.9273,100,1.39751,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,303.15,0.9511,100,1.38294,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,303.15,0.9724,100,1.36436,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,303.15,0.9834,100,1.35271,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,303.15,1,100,1.33192,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,313.15,0.1484,100,1.49016,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,313.15,0.6248,100,1.46818,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,313.15,0.7967,100,1.44489,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,313.15,0.8872,100,1.4176,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,313.15,0.9273,100,1.39563,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,313.15,0.9511,100,1.38162,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,313.15,0.9724,100,1.36321,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,313.15,0.9834,100,1.35152,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,313.15,1,100,1.33052,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,323.15,0.1484,100,1.48729,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,323.15,0.6248,100,1.46542,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,323.15,0.7967,100,1.44223,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,323.15,0.8872,100,1.41514,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
ytSBS,323.15,0.9273,100,1.39459,Bioucas et al. (2022),Refractive index,Liquid,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,AADYJk,O,water,,,,
