setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
kFuXU,288.15,0.00488,100,1.4964,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,288.15,0.00785,100,1.4957,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,288.15,0.01083,100,1.495,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,288.15,0.01378,100,1.4943,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,288.15,0.01745,100,1.4933,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,293.15,0.00488,100,1.4953,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,293.15,0.00785,100,1.4945,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,293.15,0.01083,100,1.4938,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,293.15,0.01378,100,1.4931,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,293.15,0.01745,100,1.492,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,298.15,0.00488,100,1.4942,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,298.15,0.00785,100,1.4933,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,298.15,0.01083,100,1.4925,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,298.15,0.01378,100,1.4917,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,298.15,0.01745,100,1.4907,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,303.15,0.00488,100,1.4929,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,303.15,0.00785,100,1.4921,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,303.15,0.01083,100,1.4912,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,303.15,0.01378,100,1.4903,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,303.15,0.01745,100,1.4892,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,308.15,0.00488,100,1.4917,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,308.15,0.00785,100,1.4908,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,308.15,0.01083,100,1.49,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,308.15,0.01378,100,1.4892,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,308.15,0.01745,100,1.488,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,313.15,0.00488,100,1.4904,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,313.15,0.00785,100,1.4895,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,313.15,0.01083,100,1.4887,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,313.15,0.01378,100,1.4879,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,313.15,0.01745,100,1.4867,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,318.15,0.00488,100,1.4891,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,318.15,0.00785,100,1.4883,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,318.15,0.01083,100,1.4875,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,318.15,0.01378,100,1.4868,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
kFuXU,318.15,0.01745,100,1.4859,Wang et al. (2022c),Refractive index,Liquid,ABFxMP,COCCCC[n+]1ccn(C)c1.N[C@@H](CC(=O)O)C(=O)[O-],1-(4-methoxybutyl)-3-methylimidazolium aspartate,AADYJk,O,water,,,,
