setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
DcBNC,293.37,101.325,1.41344,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,294.63,101.325,1.41246,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,296.43,101.325,1.41121,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,298.35,101.325,1.40971,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,299.95,101.325,1.40813,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,301.11,101.325,1.40692,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,301.91,101.325,1.40575,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,302.48,101.325,1.40492,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,302.72,101.325,1.40435,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,303,101.325,1.40367,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,303.22,101.325,1.4031,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,303.35,101.325,1.40265,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,303.45,101.325,1.4022,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,303.54,101.325,1.40175,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,303.59,101.325,1.4012,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,303.61,101.325,1.40087,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
DcBNC,303.63,101.325,1.40022,Wagner et al. (2004b),Refractive index,Liquid mixture 2,Liquid mixture 1,,17,AAONVE,CCCCO,butan-1-ol,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,
