setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
gfoQl,308.15,0.1005,101,1.37615,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,308.15,0.15027,101,1.38475,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,308.15,0.2007,101,1.39155,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,308.15,0.29948,101,1.40133,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,308.15,0.3973,101,1.409,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,308.15,0.50181,101,1.41464,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,308.15,0.59957,101,1.41908,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,308.15,0.69728,101,1.4225,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,308.15,0.7733,101,1.4249,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,308.15,0.84521,101,1.42676,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,308.15,0.89879,101,1.42803,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,308.15,0.95593,101,1.42925,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.04957,101,1.36218,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.1005,101,1.37308,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.15027,101,1.38186,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.2007,101,1.38862,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.29948,101,1.39777,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.3973,101,1.40574,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.50181,101,1.41148,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.59957,101,1.41604,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.69728,101,1.41953,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.7733,101,1.42199,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.84521,101,1.42392,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.89879,101,1.42518,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
gfoQl,318.15,0.95593,101,1.4265,Vercher et al. (2010a),Refractive index,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,
