setid,Weight fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
emhpf,0.0082,288.15,101,1.5019,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0082,293.15,101,1.5006,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0082,303.15,101,1.498,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0082,308.15,101,1.4969,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0082,313.15,101,1.4955,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0082,318.15,101,1.4943,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0082,323.15,101,1.4931,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0082,328.15,101,1.4919,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0082,333.15,101,1.4906,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0104,288.15,101,1.5017,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0104,293.15,101,1.5004,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0104,303.15,101,1.4978,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0104,308.15,101,1.4967,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0104,313.15,101,1.4953,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0104,318.15,101,1.4941,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
emhpf,0.0104,323.15,101,1.493,Hong et al. (2013a),Refractive index,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,,
