setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
XKnoV,308.266,0.6,85,632.8,1.4128,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,308.323,0.1,85,632.8,1.3904,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,309.181,0.399,85,632.8,1.4072,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,309.189,0.5,85,632.8,1.4102,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,309.195,0.3,85,632.8,1.4034,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,309.206,0.899,85,632.8,1.4173,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,309.208,0.6,85,632.8,1.4125,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,309.22,0.698,85,632.8,1.4143,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,309.228,0.801,85,632.8,1.416,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,309.231,0.1,85,632.8,1.3901,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,309.276,0.2,85,632.8,1.3979,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,310.111,0.3,85,632.8,1.4031,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,310.19,0.6,85,632.8,1.4122,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,310.203,0.5,85,632.8,1.4099,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,310.207,0.899,85,632.8,1.417,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,310.227,0.698,85,632.8,1.414,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,310.232,0.1,85,632.8,1.3897,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,310.246,0.801,85,632.8,1.4157,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,310.251,0,85,632.8,1.3769,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,310.251,1,85,632.8,1.4183,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,310.26,0.2,85,632.8,1.3976,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,310.293,0.399,85,632.8,1.4069,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,311.198,0.801,85,632.8,1.4154,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,311.203,0.6,85,632.8,1.4119,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,311.205,0.899,85,632.8,1.4167,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,311.206,0.399,85,632.8,1.4066,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,311.207,0.3,85,632.8,1.4027,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,311.221,0.5,85,632.8,1.4096,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,311.242,0.1,85,632.8,1.3893,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,311.245,0.698,85,632.8,1.4138,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,311.253,0.2,85,632.8,1.3973,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,312.17,0.3,85,632.8,1.4024,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,312.17,0.399,85,632.8,1.4063,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,312.188,0.6,85,632.8,1.4116,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,312.188,0.698,85,632.8,1.4135,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,312.196,0.801,85,632.8,1.4151,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,312.196,0.899,85,632.8,1.4164,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,312.198,0.2,85,632.8,1.397,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,312.205,0.5,85,632.8,1.4093,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,312.243,0,85,632.8,1.376,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,312.243,1,85,632.8,1.4178,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,312.258,0.1,85,632.8,1.3889,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,313.235,0.2,85,632.8,1.3966,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
XKnoV,313.237,0.1,85,632.8,1.3886,Cui et al. (2014),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
