setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
BsbDh,298.15,0,101,1.4042,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,298.15,0.0963,101,1.41425,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,298.15,0.2018,101,1.42039,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,298.15,0.312,101,1.42432,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,298.15,0.4027,101,1.42658,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,298.15,0.4917,101,1.42817,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,298.15,0.6241,101,1.42996,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,298.15,0.6862,101,1.43062,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,298.15,0.7615,101,1.43129,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,298.15,0.8612,101,1.43207,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,298.15,1,101,1.43296,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,308.15,0,101,1.39885,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,308.15,0.0963,101,1.40956,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,308.15,0.2018,101,1.4162,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,308.15,0.312,101,1.42045,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,308.15,0.4027,101,1.4228,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,308.15,0.4917,101,1.42451,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,308.15,0.6241,101,1.42631,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,308.15,0.6862,101,1.42695,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,308.15,0.7615,101,1.4277,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,308.15,0.8612,101,1.42846,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,308.15,1,101,1.42939,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
