setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
BsbDh,318.15,0,101,1.39349,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,318.15,0.0963,101,1.40529,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,318.15,0.2018,101,1.41236,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,318.15,0.312,101,1.41715,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,318.15,0.4027,101,1.41965,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,318.15,0.4917,101,1.42147,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,318.15,0.6241,101,1.42348,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,318.15,0.6862,101,1.42415,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,318.15,0.7615,101,1.42493,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,318.15,0.8612,101,1.4258,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
BsbDh,318.15,1,101,1.42684,Ijardar and Malek (2014),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
