setid,"Temperature, K",Mole fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NweMQ,288.15,0,101,1.46446,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,288.15,0.0794,101,1.46358,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,288.15,0.1517,101,1.46266,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,288.15,0.2502,101,1.46111,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,288.15,0.3515,101,1.4591,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,288.15,0.4528,101,1.45651,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,288.15,0.5628,101,1.45257,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,288.15,0.6561,101,1.4477,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,288.15,0.7494,101,1.44008,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,288.15,0.8383,101,1.42747,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,288.15,0.9201,101,1.40357,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,288.15,0.9603,101,1.37998,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,288.15,1,101,1.33349,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,0,101,1.46155,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,0.0794,101,1.46073,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,0.1517,101,1.45982,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,0.2502,101,1.45822,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,0.3515,101,1.45623,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,0.4528,101,1.45363,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,0.5628,101,1.44968,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,0.6561,101,1.44482,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,0.7494,101,1.43724,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,0.8383,101,1.42474,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,0.9201,101,1.40118,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,0.9603,101,1.37782,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,298.15,1,101,1.33255,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,308.15,0,101,1.45868,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,308.15,0.0794,101,1.45784,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,308.15,0.1517,101,1.45694,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,308.15,0.2502,101,1.45535,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,308.15,0.3515,101,1.45331,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,308.15,0.4528,101,1.45069,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
NweMQ,308.15,0.5628,101,1.44673,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABFdjO,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylpyridinium trifluoromethanesulfonate,,,,
