setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
RoPoX,293.15,0,101,1.43385,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.0711,101,1.43322,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.1409,101,1.4326,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.2042,101,1.43203,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.27,101,1.43144,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.3564,101,1.43063,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.4343,101,1.42986,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.4992,101,1.42917,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.5552,101,1.42856,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.6389,101,1.42759,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.714,101,1.42667,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.7774,101,1.42587,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.8495,101,1.42494,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,0.9302,101,1.42388,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,293.15,1,101,1.42295,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0,101,1.43266,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.0711,101,1.43204,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.1409,101,1.43139,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.2042,101,1.43079,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.27,101,1.43018,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.3564,101,1.42934,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.4343,101,1.42855,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.4992,101,1.42784,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.5552,101,1.42721,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.6389,101,1.42622,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.714,101,1.42528,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.7774,101,1.42446,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.8495,101,1.4235,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,0.9302,101,1.4224,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,298.15,1,101,1.42143,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0,101,1.43138,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.0711,101,1.43082,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.1409,101,1.43018,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.2042,101,1.42959,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.27,101,1.42898,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.3564,101,1.42815,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.4343,101,1.42737,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.4992,101,1.42667,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.5552,101,1.42604,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.6389,101,1.42504,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.714,101,1.42409,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.7774,101,1.42326,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.8495,101,1.42228,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,0.9302,101,1.42116,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,303.15,1,101,1.42016,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,308.15,0,101,1.43003,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,308.15,0.0711,101,1.42957,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,308.15,0.1409,101,1.42897,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
RoPoX,308.15,0.2042,101,1.42842,Chaudhary and Nain (2020a),Refractive index,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCDM,CNC(C)=O,N-methylacetamide,,,,
