setid,Mole fraction of ethanol,Mole fraction of water,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
FEFzn,0.0467,0.9348,101,298.15,1.36831,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,
FEFzn,0.0558,0.9143,101,298.15,1.3819,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,
FEFzn,0.0679,0.8854,101,298.15,1.39833,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,
FEFzn,0.0766,0.8576,101,298.15,1.41129,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,
FEFzn,0.0826,0.91,101,298.15,1.35765,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,
FEFzn,0.0929,0.8165,101,298.15,1.42562,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,
FEFzn,0.0962,0.8862,101,298.15,1.37031,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,
FEFzn,0.0984,0.1869,101,298.15,1.50191,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,
FEFzn,0.1218,0.7443,101,298.15,1.44104,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,
FEFzn,0.1329,0.8601,101,298.15,1.36124,Calvar et al. (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,
