setid,Weight fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
Mmgcb,0,288.15,101,1.4842,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAuLsy,CCC(=O)[O-].CCCCCC[n+]1ccn(C)c1,1-hexyl-3-methylimidazolium propanoate,,,,
Mmgcb,0,293.15,101,1.4834,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAuLsy,CCC(=O)[O-].CCCCCC[n+]1ccn(C)c1,1-hexyl-3-methylimidazolium propanoate,,,,
Mmgcb,0,298.15,101,1.4823,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAuLsy,CCC(=O)[O-].CCCCCC[n+]1ccn(C)c1,1-hexyl-3-methylimidazolium propanoate,,,,
Mmgcb,0,303.15,101,1.481,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAuLsy,CCC(=O)[O-].CCCCCC[n+]1ccn(C)c1,1-hexyl-3-methylimidazolium propanoate,,,,
Mmgcb,0,308.15,101,1.48,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAuLsy,CCC(=O)[O-].CCCCCC[n+]1ccn(C)c1,1-hexyl-3-methylimidazolium propanoate,,,,
Mmgcb,0,313.15,101,1.479,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAuLsy,CCC(=O)[O-].CCCCCC[n+]1ccn(C)c1,1-hexyl-3-methylimidazolium propanoate,,,,
Mmgcb,0,318.15,101,1.4776,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAuLsy,CCC(=O)[O-].CCCCCC[n+]1ccn(C)c1,1-hexyl-3-methylimidazolium propanoate,,,,
Mmgcb,0,323.15,101,1.4767,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAuLsy,CCC(=O)[O-].CCCCCC[n+]1ccn(C)c1,1-hexyl-3-methylimidazolium propanoate,,,,
Mmgcb,0,328.15,101,1.4755,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAuLsy,CCC(=O)[O-].CCCCCC[n+]1ccn(C)c1,1-hexyl-3-methylimidazolium propanoate,,,,
Mmgcb,0.0085,288.15,101,1.4828,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAuLsy,CCC(=O)[O-].CCCCCC[n+]1ccn(C)c1,1-hexyl-3-methylimidazolium propanoate,,,,
Mmgcb,0.0085,293.15,101,1.4819,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAuLsy,CCC(=O)[O-].CCCCCC[n+]1ccn(C)c1,1-hexyl-3-methylimidazolium propanoate,,,,
