setid,Mole fraction of N-methyl-2-hydroxyethylammonium butanoate,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
BvXjm,0.9774,298.2,95,1.4601,de Oliveira et al. (2012),Refractive index,Liquid mixture 1,Liquid mixture 2,,5,AAgnKZ,CCCCCCCCCCCC,dodecane,AAjWNo,c1ccc2c(c1)sc1ccccc12,dibenzothiophene,N-methyl-2-hydroxyethylammonium butanoate
BvXjm,0.9803,298.2,95,1.4591,de Oliveira et al. (2012),Refractive index,Liquid mixture 1,Liquid mixture 2,,5,AAgnKZ,CCCCCCCCCCCC,dodecane,AAjWNo,c1ccc2c(c1)sc1ccccc12,dibenzothiophene,N-methyl-2-hydroxyethylammonium butanoate
BvXjm,0.9848,298.2,95,1.4579,de Oliveira et al. (2012),Refractive index,Liquid mixture 1,Liquid mixture 2,,5,AAgnKZ,CCCCCCCCCCCC,dodecane,AAjWNo,c1ccc2c(c1)sc1ccccc12,dibenzothiophene,N-methyl-2-hydroxyethylammonium butanoate
BvXjm,0.99,298.2,95,1.4569,de Oliveira et al. (2012),Refractive index,Liquid mixture 1,Liquid mixture 2,,5,AAgnKZ,CCCCCCCCCCCC,dodecane,AAjWNo,c1ccc2c(c1)sc1ccccc12,dibenzothiophene,N-methyl-2-hydroxyethylammonium butanoate
BvXjm,0.9936,298.2,95,1.456,de Oliveira et al. (2012),Refractive index,Liquid mixture 1,Liquid mixture 2,,5,AAgnKZ,CCCCCCCCCCCC,dodecane,AAjWNo,c1ccc2c(c1)sc1ccccc12,dibenzothiophene,N-methyl-2-hydroxyethylammonium butanoate
