setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
HJoIH,283.15,101.325,1.45659,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,285.65,101.325,1.45592,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,288.15,101.325,1.45521,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,290.65,101.325,1.45454,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,293.15,101.325,1.45386,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,295.65,101.325,1.45317,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,298.15,101.325,1.45254,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,300.65,101.325,1.45181,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,303.15,101.325,1.45114,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,305.65,101.325,1.45045,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,308.15,101.325,1.44976,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,310.65,101.325,1.4491,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,313.15,101.325,1.44841,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,315.65,101.325,1.44774,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,318.15,101.325,1.44707,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,320.65,101.325,1.44638,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,323.15,101.325,1.44571,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,325.65,101.325,1.44504,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
HJoIH,328.15,101.325,1.44436,Bandres et al. (2008a),Refractive index,Liquid,AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,,,,,
