setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
IPDbC,293.15,0,100,1.3335,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,293.15,0.3005,100,1.4165,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,293.15,0.4006,100,1.4205,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,293.15,0.5002,100,1.424,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,293.15,0.6001,100,1.4265,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,293.15,0.7006,100,1.4285,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,293.15,0.8004,100,1.4305,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,293.15,0.9015,100,1.4315,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,303.15,0,100,1.3315,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,303.15,0.3005,100,1.414,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,303.15,0.4006,100,1.419,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,303.15,0.5002,100,1.422,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,303.15,0.6001,100,1.425,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,303.15,0.7006,100,1.4265,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,303.15,0.8004,100,1.428,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,303.15,0.9015,100,1.4295,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,313.15,0,100,1.3305,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,313.15,0.3005,100,1.413,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,313.15,0.4006,100,1.4165,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,313.15,0.5002,100,1.4205,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,313.15,0.6001,100,1.423,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,313.15,0.7006,100,1.4245,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,313.15,0.8004,100,1.4265,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,313.15,0.9015,100,1.427,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,323.15,0,100,1.329,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,323.15,0.3005,100,1.4125,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,323.15,0.4006,100,1.416,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,323.15,0.5002,100,1.419,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,323.15,0.6001,100,1.422,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,323.15,0.7006,100,1.423,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,323.15,0.8004,100,1.424,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,323.15,0.9015,100,1.4255,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,333.15,0,100,1.3275,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,333.15,0.3005,100,1.412,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,333.15,0.4006,100,1.415,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,333.15,0.5002,100,1.4185,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,333.15,0.6001,100,1.4195,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,333.15,0.7006,100,1.421,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,333.15,0.8004,100,1.4225,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,333.15,0.9015,100,1.4235,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,343.15,0,100,1.326,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,343.15,0.3005,100,1.412,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,343.15,0.4006,100,1.414,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,343.15,0.5002,100,1.417,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,343.15,0.6001,100,1.419,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,343.15,0.7006,100,1.419,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,343.15,0.8004,100,1.4205,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
IPDbC,343.15,0.9015,100,1.4215,Carissimi et al. (2019),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,,
