setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
RTUfo,288.15,0,100,1.47276,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,288.15,0.0917,100,1.48176,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,288.15,0.1861,100,1.48922,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,288.15,0.282,100,1.49559,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,288.15,0.3673,100,1.49977,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,288.15,0.4729,100,1.50476,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,288.15,0.5777,100,1.50804,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,288.15,0.6819,100,1.51125,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,288.15,0.7789,100,1.51411,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,288.15,0.89,100,1.51644,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,288.15,1,100,1.52121,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,293.15,0,100,1.47053,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,293.15,0.0917,100,1.47966,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,293.15,0.1861,100,1.48726,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,293.15,0.282,100,1.49376,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,293.15,0.3673,100,1.49797,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
RTUfo,293.15,0.4729,100,1.50298,Bai et al. (2016c),Refractive index,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,,
