setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ZAHpg,0.0502,101,298.15,1.4084,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
ZAHpg,0.0967,101,298.15,1.4117,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
ZAHpg,0.1524,101,298.15,1.4125,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
ZAHpg,0.1999,101,298.15,1.4126,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
ZAHpg,0.2969,101,298.15,1.413,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
ZAHpg,0.3484,101,298.15,1.4128,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
ZAHpg,0.3994,101,298.15,1.4127,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
ZAHpg,0.4484,101,298.15,1.4126,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
ZAHpg,0.5028,101,298.15,1.4117,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
ZAHpg,0.6047,101,298.15,1.4115,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
ZAHpg,0.7016,101,298.15,1.411,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
ZAHpg,0.805,101,298.15,1.4105,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
ZAHpg,0.9595,101,298.15,1.4095,Zafarani-Moattar and Majdan-Cegincara (2007),Refractive index,Liquid,AANtst,C1CCOC1,tetrahydrofuran,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,,
