setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
fqNbs,319.697,114,632.8,1.3749,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,320.859,114,632.8,1.3744,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,321.986,114,632.8,1.374,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,323.142,114,632.8,1.3735,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,323.985,114,632.8,1.3732,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,324.831,114,632.8,1.3731,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,325.652,114,632.8,1.3728,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,326.272,114,632.8,1.3727,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,326.379,114,632.8,1.3728,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,326.847,114,632.8,1.3727,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,327.158,114,632.8,1.3727,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,327.468,114,632.8,1.3727,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,327.904,114,632.8,1.3727,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,328.221,114,632.8,1.3727,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,328.499,114,632.8,1.3728,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,328.754,114,632.8,1.3728,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,328.989,114,632.8,1.3728,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,329.222,114,632.8,1.3729,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,329.424,114,632.8,1.373,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,329.558,114,632.8,1.3731,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,329.672,114,632.8,1.3733,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,329.798,114,632.8,1.3734,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,329.916,114,632.8,1.3737,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.011,114,632.8,1.3737,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.115,114,632.8,1.3739,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.186,114,632.8,1.3741,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.25,114,632.8,1.3744,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.286,114,632.8,1.3744,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.338,114,632.8,1.3745,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.382,114,632.8,1.3747,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.413,114,632.8,1.3748,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.428,114,632.8,1.3749,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.444,114,632.8,1.375,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.464,114,632.8,1.3751,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.476,114,632.8,1.3752,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.485,114,632.8,1.3753,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.493,114,632.8,1.3754,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
fqNbs,330.502,114,632.8,1.3756,Zheng et al. (2016a),Refractive index,Liquid mixture 1,Liquid mixture 2,,45,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
