setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
MtYJZ,293.15,1,101,1.42649,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,298.15,0,101,1.36982,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,298.15,0.1056,101,1.38754,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,298.15,0.2064,101,1.39899,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,298.15,0.308,101,1.40705,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,298.15,0.4094,101,1.41196,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,298.15,0.4991,101,1.41523,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,298.15,0.5916,101,1.41771,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,298.15,0.694,101,1.41971,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,298.15,0.8121,101,1.42189,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,298.15,0.8895,101,1.42354,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,298.15,1,101,1.42512,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,303.15,0,101,1.36727,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,303.15,0.1056,101,1.38545,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,303.15,0.2064,101,1.39759,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,303.15,0.308,101,1.40552,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,303.15,0.4094,101,1.41088,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,303.15,0.4991,101,1.41385,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,303.15,0.5916,101,1.41655,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,303.15,0.694,101,1.41878,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,303.15,0.8121,101,1.42063,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,303.15,0.8895,101,1.42188,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,303.15,1,101,1.42376,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,308.15,0,101,1.36473,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,308.15,0.1056,101,1.38383,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,308.15,0.2064,101,1.39634,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,308.15,0.308,101,1.40439,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,308.15,0.4094,101,1.40952,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,308.15,0.4991,101,1.41311,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,308.15,0.5916,101,1.41557,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,308.15,0.694,101,1.41792,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,308.15,0.8121,101,1.42016,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,308.15,0.8895,101,1.42072,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,308.15,1,101,1.4224,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,313.15,0,101,1.36219,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,313.15,0.1056,101,1.38267,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,313.15,0.2064,101,1.39498,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,313.15,0.308,101,1.40318,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,313.15,0.4094,101,1.40842,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,313.15,0.4991,101,1.41186,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,313.15,0.5916,101,1.41447,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,313.15,0.694,101,1.41699,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,313.15,0.8121,101,1.41906,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,313.15,0.8895,101,1.41956,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,313.15,1,101,1.42103,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,318.15,0,101,1.35968,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,318.15,0.1056,101,1.38145,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,318.15,0.2064,101,1.39381,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,318.15,0.308,101,1.40208,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,318.15,0.4094,101,1.40767,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,318.15,0.4991,101,1.41108,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,318.15,0.5916,101,1.41348,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,318.15,0.694,101,1.41612,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,318.15,0.8121,101,1.41805,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,318.15,0.8895,101,1.41852,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,318.15,1,101,1.41967,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,323.15,0,101,1.35732,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,323.15,0.1056,101,1.38027,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,323.15,0.2064,101,1.39276,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,323.15,0.308,101,1.40106,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,323.15,0.4094,101,1.40658,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,323.15,0.4991,101,1.41002,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,323.15,0.5916,101,1.41266,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,323.15,0.694,101,1.41504,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,323.15,0.8121,101,1.41746,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,323.15,0.8895,101,1.41744,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,323.15,1,101,1.41831,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
