setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
MtYJZ,293.15,0,101,1.37237,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,293.15,0.1056,101,1.38873,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,293.15,0.2064,101,1.40004,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,293.15,0.308,101,1.40816,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,293.15,0.4094,101,1.41301,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,293.15,0.4991,101,1.41629,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,293.15,0.5916,101,1.41842,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,293.15,0.694,101,1.4208,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,293.15,0.8121,101,1.42285,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
MtYJZ,293.15,0.8895,101,1.42447,Malek et al. (2014b),Refractive index,Liquid,AAQxSq,CCOC(C)=O,ethyl acetate,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,,
