setid,"Temperature, K",Mole fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
cONXm,298.2,0.102,100,1.5395,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,298.2,0.2008,100,1.539,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,298.2,0.3015,100,1.537,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,298.2,0.414,100,1.536,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,298.2,0.5112,100,1.525,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,298.2,0.6007,100,1.512,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,298.2,0.7004,100,1.4963,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,298.2,0.8012,100,1.468,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,298.2,0.8991,100,1.4165,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,308.2,0.1006,100,1.5355,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,308.2,0.1989,100,1.532,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,308.2,0.2895,100,1.528,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,308.2,0.3986,100,1.527,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,308.2,0.5001,100,1.5225,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,308.2,0.5949,100,1.508,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,308.2,0.701,100,1.492,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,308.2,0.8004,100,1.4605,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,308.2,0.8995,100,1.4085,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,318.2,0.0998,100,1.5275,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,318.2,0.2009,100,1.524,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,318.2,0.2998,100,1.52,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,318.2,0.4005,100,1.519,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,318.2,0.5009,100,1.5145,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
cONXm,318.2,0.5991,100,1.5,Khoshalhan-Rastekenari et al. (2017),Refractive index,Liquid,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide,,,,
