setid,"Temperature, K",Mole fraction of propan-1-ol,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
YKval,298.15,0,101,1.49681,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,298.15,0.0669,101,1.49446,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,298.15,0.1894,101,1.48947,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,298.15,0.2912,101,1.48457,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,298.15,0.3998,101,1.47813,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,298.15,0.514,101,1.46962,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,298.15,0.597,101,1.46189,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,298.15,0.6944,101,1.45057,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,298.15,0.8002,101,1.43439,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,298.15,0.894,101,1.41492,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
