setid,"Temperature, K",Mole fraction of propan-1-ol,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
YKval,298.15,0.9437,101,1.40174,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,298.15,1,101,1.38309,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,313.15,0,101,1.49248,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,313.15,0.0669,101,1.49003,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,313.15,0.1894,101,1.48499,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,313.15,0.2912,101,1.48002,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,313.15,0.3998,101,1.47348,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,313.15,0.514,101,1.46485,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,313.15,0.597,101,1.457,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,313.15,0.6944,101,1.44557,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,313.15,0.8002,101,1.42936,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,313.15,0.894,101,1.40968,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,313.15,0.9437,101,1.39657,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,313.15,1,101,1.37698,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,328.15,0,101,1.48821,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,328.15,0.0669,101,1.48535,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,328.15,0.1894,101,1.48071,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,328.15,0.2912,101,1.47547,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,328.15,0.3998,101,1.4689,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,328.15,0.514,101,1.46017,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,328.15,0.597,101,1.45239,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,328.15,0.6944,101,1.44087,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,328.15,0.8002,101,1.42432,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,328.15,0.894,101,1.40433,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,328.15,0.9437,101,1.39109,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
YKval,328.15,1,101,1.37055,Gonzalez et al. (2013b),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoDPb,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,1-butyl-1-methylpyrrolidinium dicyanamide,,,,
