setid,Mole fraction of propan-1-ol,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
BSbzg,0,101,298.15,1.51051,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
BSbzg,0.1071,101,298.15,1.50524,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
BSbzg,0.2407,101,298.15,1.4975,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
BSbzg,0.3036,101,298.15,1.49364,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
BSbzg,0.407,101,298.15,1.48636,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
BSbzg,0.4887,101,298.15,1.47959,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
BSbzg,0.6209,101,298.15,1.46578,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
BSbzg,0.7248,101,298.15,1.45126,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
BSbzg,0.8516,101,298.15,1.42753,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
BSbzg,0.9024,101,298.15,1.41523,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
BSbzg,0.94,101,298.15,1.40435,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
BSbzg,0.9729,101,298.15,1.3935,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
BSbzg,1,101,298.15,1.38302,Gonzalez et al. (2006),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,,
