setid,Mole fraction of 1-ethyl-3-methylimidazolium methanesulfonate,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
fsLAr,0.2,298.15,101,1.5771,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
fsLAr,0.3,298.15,101,1.5539,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
fsLAr,0.4,298.15,101,1.5305,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
fsLAr,0.5,298.15,101,1.5231,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
fsLAr,0.6,298.15,101,1.5163,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
fsLAr,0.7,298.15,101,1.5101,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
fsLAr,0.8,298.15,101,1.4977,Anantharaj and Banerjee (2013),Refractive index,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,,
