setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
EDDQB,298.15,0,101.3,1.3272,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,298.15,0.0422,101.3,1.35708,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,298.15,0.094,101.3,1.38271,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,298.15,0.1857,101.3,1.41321,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,298.15,0.2858,101.3,1.43348,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,298.15,0.3729,101.3,1.44537,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,298.15,0.4772,101.3,1.45531,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,298.15,0.5769,101.3,1.46226,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,298.15,0.6775,101.3,1.46761,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,298.15,0.7947,101.3,1.47248,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,298.15,0.8923,101.3,1.47576,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,298.15,0.9526,101.3,1.47744,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,298.15,1,101.3,1.47824,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,0,101.3,1.32552,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,0.0422,101.3,1.35523,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,0.094,101.3,1.38094,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,0.1857,101.3,1.41156,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,0.2858,101.3,1.43193,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,0.3729,101.3,1.44388,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,0.4772,101.3,1.45387,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,0.5769,101.3,1.46087,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,0.6775,101.3,1.46624,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,0.7947,101.3,1.47111,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,0.8923,101.3,1.4744,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,0.9526,101.3,1.47608,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,303.15,1,101.3,1.47704,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,0,101.3,1.32362,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,0.0422,101.3,1.35331,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,0.094,101.3,1.37913,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,0.1857,101.3,1.4099,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,0.2858,101.3,1.43036,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,0.3729,101.3,1.44239,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,0.4772,101.3,1.45242,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,0.5769,101.3,1.45945,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,0.6775,101.3,1.46485,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,0.7947,101.3,1.46972,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,0.8923,101.3,1.47303,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,0.9526,101.3,1.47475,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,308.15,1,101.3,1.47577,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,0,101.3,1.32171,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,0.0422,101.3,1.35141,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,0.094,101.3,1.37735,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,0.1857,101.3,1.40827,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,0.2858,101.3,1.4288,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,0.3729,101.3,1.4409,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,0.4772,101.3,1.45097,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,0.5769,101.3,1.45804,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,0.6775,101.3,1.46348,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,0.7947,101.3,1.46836,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,0.8923,101.3,1.47168,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,0.9526,101.3,1.47338,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
EDDQB,313.15,1,101.3,1.47443,Singh et al. (2013),Refractive index,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
