setid,Mole fraction of 2-ethoxy-2-methylpropane,Mole fraction of ethanol,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
bVkGn,0,0.5103,298.15,101,1.45298,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.5223,298.15,101,1.45198,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.5724,298.15,101,1.44727,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.5926,298.15,101,1.44549,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.5951,298.15,101,1.44516,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.712,298.15,101,1.43097,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.7174,298.15,101,1.43017,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.7508,298.15,101,1.42508,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.7676,298.15,101,1.42246,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.7866,298.15,101,1.419,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.806,298.15,101,1.41553,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.8666,298.15,101,1.40265,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.9026,298.15,101,1.393,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.9062,298.15,101,1.39213,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.9504,298.15,101,1.37833,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,0.9522,298.15,101,1.37769,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0,1,298.15,101,1.35923,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.0174,0.1248,298.15,101,1.47383,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.029,0.3162,298.15,101,1.46442,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.0324,0.1973,298.15,101,1.46984,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.0338,0.7254,298.15,101,1.4231,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.035,0.6923,298.15,101,1.42838,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.0465,0.4866,298.15,101,1.44977,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.0475,0.395,298.15,101,1.45757,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.0501,0.5653,298.15,101,1.44179,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.0527,0.902,298.15,101,1.37823,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.0564,0.7605,298.15,101,1.41298,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.072,0.841,298.15,101,1.3907,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.077,0.7999,298.15,101,1.39974,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.0845,0.6567,298.15,101,1.42536,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.0848,0.6872,298.15,101,1.42047,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.1236,0.7064,298.15,101,1.40981,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.1407,0.8182,298.15,101,1.37835,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.1589,0.7622,298.15,101,1.38882,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.1736,0.7162,298.15,101,1.39636,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.2368,0.6916,298.15,101,1.38711,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.2556,0.7089,298.15,101,1.37854,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
bVkGn,0.3132,0.6539,298.15,101,1.37889,Arce et al. (2006a),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,
