setid,"Temperature, K",Mole fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
wUhjo,288.15,0,101,1.44032,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,288.15,0.1348,101,1.43903,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,288.15,0.2028,101,1.43815,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,288.15,0.2056,101,1.4381,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,288.15,0.3083,101,1.43654,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,288.15,0.4985,101,1.43224,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,288.15,0.6062,101,1.42835,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,288.15,0.7015,101,1.42301,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,288.15,0.8064,101,1.41332,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,288.15,0.8998,101,1.39564,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,288.15,0.9309,101,1.38516,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,288.15,0.9548,101,1.37365,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,288.15,1,101,1.33349,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,298.15,0,101,1.43755,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
wUhjo,298.15,0.1348,101,1.43626,Gonzalez et al. (2012b),Refractive index,Liquid,AADYJk,O,water,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,,
