setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
wZRHP,283.15,101.325,1.47477,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,288.15,101.325,1.47331,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,293.15,101.325,1.47185,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,298.15,101.325,1.47038,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,303.15,101.325,1.4689,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,308.15,101.325,1.46745,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,313.15,101.325,1.46602,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,318.15,101.325,1.46458,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,323.15,101.325,1.46315,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,328.15,101.325,1.46174,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,333.15,101.325,1.46032,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,338.15,101.325,1.45895,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,343.15,101.325,1.45754,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,348.15,101.325,1.4561,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
wZRHP,353.15,101.325,1.45476,Seki et al. (2012),Refractive index,Liquid,ABDWxN,CC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,1-ethylpyridinium bis(fluorosulfonyl)amide,,,,,,,
