setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
VhySz,298.15,101.325,1.47308,Gonzalez et al. (2011c),Refractive index,Liquid,AAwlCR,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],1-butyl-1-methylpyrrolidinium methyl sulfate,,,,,,,
VhySz,303.15,101.325,1.47184,Gonzalez et al. (2011c),Refractive index,Liquid,AAwlCR,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],1-butyl-1-methylpyrrolidinium methyl sulfate,,,,,,,
VhySz,308.15,101.325,1.47054,Gonzalez et al. (2011c),Refractive index,Liquid,AAwlCR,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],1-butyl-1-methylpyrrolidinium methyl sulfate,,,,,,,
VhySz,313.15,101.325,1.46924,Gonzalez et al. (2011c),Refractive index,Liquid,AAwlCR,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],1-butyl-1-methylpyrrolidinium methyl sulfate,,,,,,,
VhySz,318.15,101.325,1.46792,Gonzalez et al. (2011c),Refractive index,Liquid,AAwlCR,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],1-butyl-1-methylpyrrolidinium methyl sulfate,,,,,,,
VhySz,323.15,101.325,1.46661,Gonzalez et al. (2011c),Refractive index,Liquid,AAwlCR,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],1-butyl-1-methylpyrrolidinium methyl sulfate,,,,,,,
VhySz,328.15,101.325,1.46536,Gonzalez et al. (2011c),Refractive index,Liquid,AAwlCR,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],1-butyl-1-methylpyrrolidinium methyl sulfate,,,,,,,
VhySz,333.15,101.325,1.46406,Gonzalez et al. (2011c),Refractive index,Liquid,AAwlCR,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],1-butyl-1-methylpyrrolidinium methyl sulfate,,,,,,,
VhySz,338.15,101.325,1.46274,Gonzalez et al. (2011c),Refractive index,Liquid,AAwlCR,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],1-butyl-1-methylpyrrolidinium methyl sulfate,,,,,,,
VhySz,343.15,101.325,1.46143,Gonzalez et al. (2011c),Refractive index,Liquid,AAwlCR,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],1-butyl-1-methylpyrrolidinium methyl sulfate,,,,,,,
