setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
bVryZ,288.15,0.0046,100,1.5088,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,288.15,0.00824,100,1.5078,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,288.15,0.01121,100,1.507,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,288.15,0.01423,100,1.5061,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,288.15,0.0177,100,1.5051,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,293.15,0.0046,100,1.5072,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,293.15,0.00824,100,1.5063,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,293.15,0.01121,100,1.5055,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,293.15,0.01423,100,1.5047,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,293.15,0.0177,100,1.5038,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,298.15,0.0046,100,1.5057,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,298.15,0.00824,100,1.5048,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,298.15,0.01121,100,1.504,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,298.15,0.01423,100,1.5032,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,298.15,0.0177,100,1.5023,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,303.15,0.0046,100,1.5048,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,303.15,0.00824,100,1.5038,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,303.15,0.01121,100,1.503,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,303.15,0.01423,100,1.5022,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,303.15,0.0177,100,1.5012,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,308.15,0.0046,100,1.5037,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,308.15,0.00824,100,1.5027,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,308.15,0.01121,100,1.5018,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,308.15,0.01423,100,1.5009,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,308.15,0.0177,100,1.4999,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,313.15,0.0046,100,1.5023,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,313.15,0.00824,100,1.5013,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,313.15,0.01121,100,1.5004,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,313.15,0.01423,100,1.4995,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,313.15,0.0177,100,1.4985,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,318.15,0.0046,100,1.5011,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,318.15,0.00824,100,1.5001,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,318.15,0.01121,100,1.4992,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,318.15,0.01423,100,1.4983,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
bVryZ,318.15,0.0177,100,1.4972,Wang et al. (2022c),Refractive index,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,,
