setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
LUNOy,293.15,0,101,1.36138,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,293.15,0.0501,101,1.38149,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,293.15,0.1015,101,1.39827,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,293.15,0.1961,101,1.42043,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,293.15,0.299,101,1.43625,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,293.15,0.3914,101,1.44713,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,293.15,0.5025,101,1.45714,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,293.15,0.6073,101,1.46429,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,293.15,0.6982,101,1.46926,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,293.15,0.8002,101,1.47391,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,293.15,0.8992,101,1.47757,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,293.15,0.9498,101,1.47901,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,293.15,1,101,1.48077,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,0,101,1.35929,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,0.0501,101,1.3797,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,0.1015,101,1.39667,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,0.1961,101,1.41884,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,0.299,101,1.43478,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,0.3914,101,1.4456,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,0.5025,101,1.45586,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,0.6073,101,1.46284,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,0.6982,101,1.4678,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,0.8002,101,1.47249,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,0.8992,101,1.47623,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,0.9498,101,1.47766,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,298.15,1,101,1.47942,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,303.15,0,101,1.35725,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,303.15,0.0501,101,1.37885,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,303.15,0.1015,101,1.39541,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,303.15,0.1961,101,1.41656,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,303.15,0.299,101,1.43335,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,303.15,0.3914,101,1.44408,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
LUNOy,303.15,0.5025,101,1.45509,Pereiro and Rodriguez (2007b),Refractive index,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
