setid,"Temperature, K","Pressure, kPa",Mole fraction of benzyltributylammonium chloride,Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
NMSSA,283.15,100,0.25,1.4957,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
NMSSA,288.15,100,0.25,1.4945,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
NMSSA,293.15,100,0.25,1.4929,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
NMSSA,298.15,100,0.25,1.4909,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
NMSSA,303.15,100,0.25,1.4893,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
NMSSA,308.15,100,0.25,1.4878,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
NMSSA,313.15,100,0.25,1.486,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
NMSSA,318.15,100,0.25,1.4849,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
NMSSA,323.15,100,0.25,1.4836,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
NMSSA,328.15,100,0.25,1.4815,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
NMSSA,333.15,100,0.25,1.4804,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
NMSSA,338.15,100,0.25,1.4786,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
NMSSA,343.15,100,0.25,1.4776,Basaiahgari et al. (2018),Refractive index,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AAUVWV,OCCOCCO,diethylene glycol,,,,
