setid,"Temperature, K","Mole fraction of 4,6-dimethyldibenzo[b,d]thiophene","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
zhXZn,298.2,0.0004,95,1.4729,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium diethyl phosphate
zhXZn,298.2,0.0011,95,1.473,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium diethyl phosphate
zhXZn,298.2,0.0017,95,1.4731,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium diethyl phosphate
zhXZn,313.2,0.0023,95,1.4687,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium diethyl phosphate
zhXZn,313.2,0.0041,95,1.469,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium diethyl phosphate
zhXZn,313.2,0.0053,95,1.4693,Oliveira and Aznar (2011a),Refractive index,Liquid mixture 1,Liquid mixture 2,,6,AAgnKZ,CCCCCCCCCCCC,dodecane,AAoryz,Cc1cccc2c1sc1c(C)cccc12,"4,6-dimethyldibenzo[b,d]thiophene",1-ethyl-3-methylimidazolium diethyl phosphate
