setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
HDsrf,298.15,0,101,1.4205,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,298.15,0.3292,101,1.4214,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,298.15,0.4547,101,1.4197,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,298.15,0.4923,101,1.4191,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,298.15,0.6409,101,1.4165,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,298.15,0.6838,101,1.4157,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,298.15,0.7851,101,1.414,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,298.15,0.8336,101,1.4132,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,298.15,1,101,1.4111,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,303.15,0,101,1.4171,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,303.15,0.3292,101,1.4195,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,303.15,0.4547,101,1.4181,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,303.15,0.4923,101,1.4176,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,303.15,0.6409,101,1.415,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,303.15,0.6838,101,1.4143,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,303.15,0.7851,101,1.4125,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,303.15,0.8336,101,1.4118,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,303.15,1,101,1.41,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,313.15,0,101,1.4112,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,313.15,0.3292,101,1.4163,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,313.15,0.4547,101,1.4154,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,313.15,0.4923,101,1.4149,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,313.15,0.6409,101,1.4126,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,313.15,0.6838,101,1.4118,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,313.15,0.7851,101,1.41,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,313.15,0.8336,101,1.4092,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,313.15,1,101,1.4073,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,323.15,0,101,1.4063,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,323.15,0.3292,101,1.4129,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,323.15,0.4547,101,1.4123,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,323.15,0.4923,101,1.4119,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,323.15,0.6409,101,1.4097,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,323.15,0.6838,101,1.409,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,323.15,0.7851,101,1.4074,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,323.15,0.8336,101,1.4067,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
HDsrf,323.15,1,101,1.4051,Ciocirlan et al. (2014),Refractive index,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,,
