setid,Weight fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
HRMsL,0,288.15,100,1.5102,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0,293.15,100,1.5087,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0,298.15,100,1.5073,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0,303.15,100,1.5056,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0,308.15,100,1.5041,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0,313.15,100,1.5024,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0,318.15,100,1.5007,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0,323.15,100,1.4992,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0,328.15,100,1.4975,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0.005282,288.15,100,1.5079,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0.005282,293.15,100,1.5064,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0.005282,298.15,100,1.505,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0.005282,303.15,100,1.5035,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0.005282,308.15,100,1.5021,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
HRMsL,0.005282,313.15,100,1.5004,Zheng et al. (2019),Refractive index,Liquid,AAvxph,CCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],3-methyl-1-propyl-1H-imidazol-3-ium 2-aminoethane-1-sulfonate,AADYJk,O,water,,,,
