setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
BJFRj,293.15,0,101.3,1.58547,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,293.15,0.0996,101.3,1.55002,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,293.15,0.1904,101.3,1.52388,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,293.15,0.2853,101.3,1.50194,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,293.15,0.3789,101.3,1.48532,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,293.15,0.4955,101.3,1.47065,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,293.15,0.5783,101.3,1.46225,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,293.15,0.6966,101.3,1.45352,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,293.15,0.7938,101.3,1.44658,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,293.15,0.8958,101.3,1.43993,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,298.15,0,101.3,1.5824,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,298.15,0.0996,101.3,1.54809,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,298.15,0.1904,101.3,1.52266,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,298.15,0.2853,101.3,1.50023,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,298.15,0.3789,101.3,1.48374,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,298.15,0.4955,101.3,1.46975,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,298.15,0.5783,101.3,1.46112,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,298.15,0.6966,101.3,1.45208,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,298.15,0.7938,101.3,1.44553,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,298.15,0.8958,101.3,1.43895,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
