setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
BJFRj,303.15,0,101.3,1.5796,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,303.15,0.0996,101.3,1.54596,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,303.15,0.1904,101.3,1.52124,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,303.15,0.2853,101.3,1.49902,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,303.15,0.3789,101.3,1.48265,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,303.15,0.4955,101.3,1.46855,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,303.15,0.5783,101.3,1.46045,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,303.15,0.6966,101.3,1.45154,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,303.15,0.7938,101.3,1.44475,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,303.15,0.8958,101.3,1.43826,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,308.15,0,101.3,1.57689,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,308.15,0.0996,101.3,1.54377,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,308.15,0.1904,101.3,1.51923,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,308.15,0.2853,101.3,1.49775,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,308.15,0.3789,101.3,1.48195,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,308.15,0.4955,101.3,1.46748,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,308.15,0.5783,101.3,1.45955,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,308.15,0.6966,101.3,1.45095,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,308.15,0.7938,101.3,1.44395,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,308.15,0.8958,101.3,1.43755,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,313.15,0,101.3,1.57423,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,313.15,0.0996,101.3,1.54197,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,313.15,0.1904,101.3,1.51762,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,313.15,0.2853,101.3,1.4967,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,313.15,0.3789,101.3,1.4808,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,313.15,0.4955,101.3,1.46621,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,313.15,0.5783,101.3,1.45881,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,313.15,0.6966,101.3,1.45021,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,313.15,0.7938,101.3,1.44288,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,313.15,0.8958,101.3,1.43655,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,318.15,0,101.3,1.57162,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,318.15,0.0996,101.3,1.54037,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,318.15,0.1904,101.3,1.51665,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,318.15,0.2853,101.3,1.49525,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,318.15,0.3789,101.3,1.47982,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,318.15,0.4955,101.3,1.46522,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,318.15,0.5783,101.3,1.45795,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,318.15,0.6966,101.3,1.44886,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,318.15,0.7938,101.3,1.44265,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,318.15,0.8958,101.3,1.43547,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,323.15,0,101.3,1.56906,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,323.15,0.0996,101.3,1.53887,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,323.15,0.1904,101.3,1.51515,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,323.15,0.2853,101.3,1.49448,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,323.15,0.3789,101.3,1.47889,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,323.15,0.4955,101.3,1.46426,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,323.15,0.5783,101.3,1.45705,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,323.15,0.6966,101.3,1.44821,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,323.15,0.7938,101.3,1.44185,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
BJFRj,323.15,0.8958,101.3,1.43499,Master and Malek (2021a),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AARvIf,Nc1ccccc1,aniline,,,,
