setid,Weight fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
hajBH,0.0092,293.15,100,1.5159,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0092,298.15,100,1.5147,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0092,303.15,100,1.5133,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0092,308.15,100,1.512,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0092,313.15,100,1.5108,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0092,318.15,100,1.5096,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0092,323.15,100,1.5088,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0092,328.15,100,1.5075,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0113,293.15,100,1.5161,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0113,298.15,100,1.5148,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0113,303.15,100,1.5134,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0113,308.15,100,1.5121,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0113,313.15,100,1.5109,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0113,318.15,100,1.5098,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0113,323.15,100,1.509,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0113,328.15,100,1.5077,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0126,293.15,100,1.5162,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0126,298.15,100,1.5149,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0126,303.15,100,1.5135,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0126,308.15,100,1.5122,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0126,313.15,100,1.511,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0126,318.15,100,1.51,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0126,323.15,100,1.5092,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0126,328.15,100,1.5079,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0147,293.15,100,1.5164,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0147,298.15,100,1.5151,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0147,303.15,100,1.5137,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0147,308.15,100,1.5124,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0147,313.15,100,1.5112,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0147,318.15,100,1.5102,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0147,323.15,100,1.5094,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0147,328.15,100,1.5081,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0159,293.15,100,1.5165,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0159,298.15,100,1.5152,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0159,303.15,100,1.5138,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0159,308.15,100,1.5125,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0159,313.15,100,1.5113,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0159,318.15,100,1.5103,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0159,323.15,100,1.5096,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
hajBH,0.0159,328.15,100,1.5082,Fang et al. (2014),Refractive index,Liquid,ABINaR,CCCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-hexyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,,
