setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
FwFoE,290.349,101,632.8,1.4446,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,292.947,101,632.8,1.4436,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,294.517,101,632.8,1.443,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,296.094,101,632.8,1.4424,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,297.433,101,632.8,1.4416,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,298.671,101,632.8,1.441,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,299.609,101,632.8,1.4406,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,300.631,101,632.8,1.4402,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,301.615,101,632.8,1.4397,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,302.478,101,632.8,1.4392,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,303.338,101,632.8,1.4387,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,304.236,101,632.8,1.4382,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,304.915,101,632.8,1.4376,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,305.626,101,632.8,1.4371,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,306.233,101,632.8,1.4367,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,306.77,101,632.8,1.4363,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,307.34,101,632.8,1.4357,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,307.752,101,632.8,1.4353,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,308.14,101,632.8,1.4348,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,308.401,101,632.8,1.4345,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,308.626,101,632.8,1.4342,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,308.8,101,632.8,1.434,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,308.923,101,632.8,1.4337,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,309.028,101,632.8,1.4335,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,309.123,101,632.8,1.4334,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,309.215,101,632.8,1.4332,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,309.295,101,632.8,1.4329,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,309.387,101,632.8,1.4325,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,309.456,101,632.8,1.4323,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,309.501,101,632.8,1.4321,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,309.54,101,632.8,1.4319,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,309.558,101,632.8,1.4318,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,309.58,101,632.8,1.4315,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
FwFoE,309.609,101,632.8,1.431,Lv et al. (2010),Refractive index,Liquid mixture 1,Liquid mixture 2,,34,AARRzH,OCCCCO,"1,4-butanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,
