setid,Weight fraction of water,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
sVPQB,0.00078,100,298.15,1.4469,Keshapolla et al. (2019),Refractive index,Liquid,ABmSNB,CCCCCC(=O)[O-].CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,trioctylammonium hexanoate,AADYJk,O,water,,,,
sVPQB,0.001301,100,298.15,1.4465,Keshapolla et al. (2019),Refractive index,Liquid,ABmSNB,CCCCCC(=O)[O-].CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,trioctylammonium hexanoate,AADYJk,O,water,,,,
sVPQB,0.002627,100,298.15,1.4458,Keshapolla et al. (2019),Refractive index,Liquid,ABmSNB,CCCCCC(=O)[O-].CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,trioctylammonium hexanoate,AADYJk,O,water,,,,
sVPQB,0.003049,100,298.15,1.4455,Keshapolla et al. (2019),Refractive index,Liquid,ABmSNB,CCCCCC(=O)[O-].CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,trioctylammonium hexanoate,AADYJk,O,water,,,,
