setid,Mole fraction of propan-2-ol,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
JGRRE,0,298.15,101,1.42525,Gomez et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
JGRRE,0.0493,298.15,101,1.42452,Gomez et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
JGRRE,0.0921,298.15,101,1.42385,Gomez et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
JGRRE,0.291,298.15,101,1.42016,Gomez et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
JGRRE,0.4093,298.15,101,1.41732,Gomez et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
JGRRE,0.5071,298.15,101,1.41439,Gomez et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
JGRRE,0.6113,298.15,101,1.41043,Gomez et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
JGRRE,0.6964,298.15,101,1.40624,Gomez et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
JGRRE,0.803,298.15,101,1.39926,Gomez et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
JGRRE,0.9009,298.15,101,1.39013,Gomez et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
JGRRE,0.9503,298.15,101,1.38375,Gomez et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
JGRRE,1,298.15,101,1.375,Gomez et al. (2012),Refractive index,Liquid,AALcwx,CC(C)O,propan-2-ol,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,,
