setid,Weight fraction of tetraethylammonium tetrafluoroborate,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
JClVq,0,293.15,101,1.3292,Li et al. (2013h),Refractive index,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,,,,
JClVq,0.1,293.15,101,1.3421,Li et al. (2013h),Refractive index,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,,,,
JClVq,0.2,293.15,101,1.3512,Li et al. (2013h),Refractive index,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,,,,
JClVq,0.3,293.15,101,1.3601,Li et al. (2013h),Refractive index,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,,,,
JClVq,0.4,293.15,101,1.3656,Li et al. (2013h),Refractive index,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,,,,
JClVq,0.5,293.15,101,1.3732,Li et al. (2013h),Refractive index,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAcsqS,O=S(=O)(O)C(F)(F)F,trifluoromethylsulfonic acid,,,,
