setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
RcRzg,298.15,0,101.3,1.38334,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,298.15,0.0482,101.3,1.39591,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,298.15,0.0965,101.3,1.40632,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,298.15,0.1937,101.3,1.42298,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,298.15,0.2929,101.3,1.43588,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,298.15,0.3903,101.3,1.44583,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,298.15,0.4958,101.3,1.45448,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,298.15,0.59,101.3,1.46078,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,298.15,0.6907,101.3,1.46636,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,298.15,0.7981,101.3,1.47134,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
