setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
RcRzg,298.15,0.8932,101.3,1.47515,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,298.15,0.951,101.3,1.4776,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,298.15,1,101.3,1.47824,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,0,101.3,1.38131,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,0.0482,101.3,1.39407,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,0.0965,101.3,1.40459,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,0.1937,101.3,1.42138,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,0.2929,101.3,1.43433,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,0.3903,101.3,1.44433,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,0.4958,101.3,1.45302,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,0.59,101.3,1.45937,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,0.6907,101.3,1.46499,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,0.7981,101.3,1.46997,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,0.8932,101.3,1.47378,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,0.951,101.3,1.47628,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,303.15,1,101.3,1.47704,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,0,101.3,1.37926,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,0.0482,101.3,1.39212,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,0.0965,101.3,1.40276,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,0.1937,101.3,1.41966,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,0.2929,101.3,1.43273,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,0.3903,101.3,1.4428,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,0.4958,101.3,1.45154,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,0.59,101.3,1.45793,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,0.6907,101.3,1.46358,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,0.7981,101.3,1.46856,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,0.8932,101.3,1.47238,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,0.951,101.3,1.47491,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,308.15,1,101.3,1.47577,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,0,101.3,1.37722,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,0.0482,101.3,1.39019,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,0.0965,101.3,1.4009,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,0.1937,101.3,1.41794,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,0.2929,101.3,1.43111,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,0.3903,101.3,1.44126,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,0.4958,101.3,1.45008,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,0.59,101.3,1.45649,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,0.6907,101.3,1.46215,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,0.7981,101.3,1.46715,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,0.8932,101.3,1.4709,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,0.951,101.3,1.47354,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
RcRzg,313.15,1,101.3,1.47443,Singh et al. (2013),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,,
