setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
cbUAy,0,308.372,116,632.8,1.3781,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0,314.104,116,632.8,1.3749,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0,319.44,116,632.8,1.3719,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0,322.239,116,632.8,1.3704,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0,324.446,116,632.8,1.3691,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0,325.859,116,632.8,1.3682,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0,327.427,116,632.8,1.3674,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0,328.978,116,632.8,1.3664,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0,330.446,116,632.8,1.3656,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0,331.974,116,632.8,1.3647,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.103,331.175,116,632.8,1.377,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.103,332.746,116,632.8,1.3763,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.103,334.043,116,632.8,1.3756,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.103,335.402,116,632.8,1.375,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.103,337.025,116,632.8,1.3742,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.103,338.651,116,632.8,1.3734,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.2,332.477,116,632.8,1.3844,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.2,333.919,116,632.8,1.3839,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.2,335.119,116,632.8,1.3835,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.2,336.517,116,632.8,1.383,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.2,337.728,116,632.8,1.3825,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.2,338.752,116,632.8,1.3821,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.302,329.323,116,632.8,1.3922,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.302,330.998,116,632.8,1.3917,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.302,332.234,116,632.8,1.3913,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.302,333.63,116,632.8,1.3908,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.302,334.449,116,632.8,1.3905,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.302,335.617,116,632.8,1.3901,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.393,321.613,116,632.8,1.3995,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.393,323.153,116,632.8,1.399,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.393,324.721,116,632.8,1.3985,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.393,326.305,116,632.8,1.398,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.393,327.854,116,632.8,1.3975,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.393,329.503,116,632.8,1.3969,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.499,321.736,116,632.8,1.4037,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.499,323.36,116,632.8,1.4032,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.499,324.823,116,632.8,1.4028,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.499,326.443,116,632.8,1.4023,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.499,327.984,116,632.8,1.4019,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.499,329.469,116,632.8,1.4014,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.599,322.063,116,632.8,1.4065,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.599,323.646,116,632.8,1.4061,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.599,325.171,116,632.8,1.4057,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.599,326.608,116,632.8,1.4054,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.599,328.124,116,632.8,1.405,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.599,329.709,116,632.8,1.4046,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.708,322.748,116,632.8,1.4094,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.708,324.491,116,632.8,1.409,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.708,325.879,116,632.8,1.4086,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.708,327.321,116,632.8,1.4082,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.708,328.936,116,632.8,1.4078,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.708,330.531,116,632.8,1.4073,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.8,320.422,116,632.8,1.412,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.8,322.111,116,632.8,1.4116,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.8,324.173,116,632.8,1.4111,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.8,325.68,116,632.8,1.4107,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.8,326.979,116,632.8,1.4104,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.8,328.422,116,632.8,1.41,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.891,320.542,116,632.8,1.4138,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.891,322.301,116,632.8,1.4133,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.891,324.142,116,632.8,1.4127,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.891,325.374,116,632.8,1.4123,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.891,326.673,116,632.8,1.412,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,0.891,328.396,116,632.8,1.4115,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,1,321.733,116,632.8,1.415,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,1,323.294,116,632.8,1.4146,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,1,324.943,116,632.8,1.4142,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,1,326.237,116,632.8,1.4139,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,1,327.797,116,632.8,1.4135,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,1,329.297,116,632.8,1.4131,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,1,330.866,116,632.8,1.4127,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
cbUAy,1,331.935,116,632.8,1.4124,Zheng et al. (2016a),Refractive index,Liquid,AAONJg,CC(C)(C)O,2-methylpropan-2-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
