setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
GsQhL,292.893,0.899,85,632.8,1.432,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,292.909,0.798,85,632.8,1.4305,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,293.053,0.7,85,632.8,1.4287,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,293.902,0.4,85,632.8,1.422,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,294.42,0.599,85,632.8,1.4265,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,294.978,0.899,85,632.8,1.4314,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,294.979,0.798,85,632.8,1.4299,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,295.135,0.7,85,632.8,1.4281,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,295.528,0.099,85,632.8,1.4101,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,295.95,0.4,85,632.8,1.4213,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,296.016,0.3,85,632.8,1.4182,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,296.016,0.599,85,632.8,1.426,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,296.129,0.5,85,632.8,1.4238,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,297.026,0.899,85,632.8,1.4308,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,297.032,0.798,85,632.8,1.4293,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,297.191,0.7,85,632.8,1.4275,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,297.569,0.3,85,632.8,1.4177,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,297.678,0.5,85,632.8,1.4233,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,297.856,0.099,85,632.8,1.4092,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,298.008,0.4,85,632.8,1.4207,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,299.087,0.3,85,632.8,1.4172,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,299.105,0.899,85,632.8,1.4303,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,299.107,0.798,85,632.8,1.4287,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,299.223,0.2,85,632.8,1.4133,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,299.224,0.7,85,632.8,1.4269,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,299.242,0.5,85,632.8,1.4229,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,299.913,0.099,85,632.8,1.4085,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,300.063,0.4,85,632.8,1.4201,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,300.657,0.3,85,632.8,1.4167,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,300.799,0.2,85,632.8,1.4128,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,300.8,0.5,85,632.8,1.4224,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,301.998,0.099,85,632.8,1.4077,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,302.137,0.4,85,632.8,1.4194,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,302.238,0.3,85,632.8,1.4162,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,302.34,0.5,85,632.8,1.4219,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,302.346,0.2,85,632.8,1.4122,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,303.797,0.3,85,632.8,1.4156,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,303.876,0.2,85,632.8,1.4117,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,304.073,0.099,85,632.8,1.4069,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,304.174,0.4,85,632.8,1.4187,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,304.174,0.5,85,632.8,1.4213,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,305.443,0.2,85,632.8,1.4111,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,306.204,0.099,85,632.8,1.4061,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
GsQhL,307.011,0.2,85,632.8,1.4105,Zhang et al. (2015c),Refractive index,Liquid,AAQxVB,CCCC(C)O,pentan-2-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
