setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
uRMVA,293.15,0.8916,100,1.476,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,293.15,0.9472,100,1.48,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,293.15,1,100,1.483,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,0,100,1.383,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,0.0449,100,1.395,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,0.0939,100,1.407,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,0.2013,100,1.426,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,0.3004,100,1.439,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,0.3959,100,1.448,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,0.5029,100,1.457,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,0.5917,100,1.462,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,0.6837,100,1.465,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,0.7941,100,1.469,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,0.8916,100,1.473,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,0.9472,100,1.477,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,303.15,1,100,1.48,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,0,100,1.379,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,0.0449,100,1.393,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,0.0939,100,1.403,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,0.2013,100,1.423,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,0.3004,100,1.436,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,0.3959,100,1.445,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,0.5029,100,1.454,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,0.5917,100,1.459,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,0.6837,100,1.461,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,0.7941,100,1.465,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,0.8916,100,1.469,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,0.9472,100,1.473,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,313.15,1,100,1.476,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,0,100,1.374,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,0.0449,100,1.388,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,0.0939,100,1.4,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,0.2013,100,1.42,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,0.3004,100,1.432,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,0.3959,100,1.442,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,0.5029,100,1.451,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,0.5917,100,1.458,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,0.6837,100,1.459,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,0.7941,100,1.463,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,0.8916,100,1.467,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,0.9472,100,1.471,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,323.15,1,100,1.474,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,0,100,1.37,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,0.0449,100,1.384,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,0.0939,100,1.397,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,0.2013,100,1.417,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,0.3004,100,1.429,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,0.3959,100,1.44,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,0.5029,100,1.448,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,0.5917,100,1.454,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,0.6837,100,1.458,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,0.7941,100,1.461,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,0.8916,100,1.465,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,0.9472,100,1.469,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
uRMVA,333.15,1,100,1.471,Masilo and Bahadur (2021),Refractive index,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,,
