setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
vaXKZ,308.15,0.906,100,1.42861,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,308.15,1,100,1.42984,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,318.15,0,100,1.38911,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,318.15,0.103,100,1.40232,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,318.15,0.202,100,1.40964,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,318.15,0.306,100,1.41438,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,318.15,0.399,100,1.41736,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,318.15,0.506,100,1.41965,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,318.15,0.602,100,1.42126,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,318.15,0.698,100,1.42301,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,318.15,0.801,100,1.42444,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,318.15,0.906,100,1.42615,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,318.15,1,100,1.42715,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
