setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
vaXKZ,298.15,0,100,1.39728,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,298.15,0.103,100,1.40763,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,298.15,0.202,100,1.41502,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,298.15,0.306,100,1.41903,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,298.15,0.399,100,1.42183,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,298.15,0.506,100,1.42405,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,298.15,0.602,100,1.42594,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,298.15,0.698,100,1.42791,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,298.15,0.801,100,1.42974,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,298.15,0.906,100,1.43151,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,298.15,1,100,1.43253,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,308.15,0,100,1.39324,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,308.15,0.103,100,1.40492,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,308.15,0.202,100,1.41254,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,308.15,0.306,100,1.41692,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,308.15,0.399,100,1.41956,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,308.15,0.506,100,1.42175,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,308.15,0.602,100,1.42362,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,308.15,0.698,100,1.42542,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
vaXKZ,308.15,0.801,100,1.42732,Vaid et al. (2016),Refractive index,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,,
