setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
XarUf,298.15,0,101,1.3594,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.02,101,1.3657,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.0497,101,1.3736,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.066,101,1.3773,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.1001,101,1.3841,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.1499,101,1.392,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.1993,101,1.3982,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.3003,101,1.4076,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.401,101,1.4142,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.4998,101,1.4191,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.5979,101,1.4229,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.7035,101,1.4262,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.798,101,1.4286,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.8488,101,1.4298,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.8997,101,1.4308,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,0.9477,101,1.4318,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,298.15,1,101,1.4327,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0,101,1.3551,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.02,101,1.3617,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.0497,101,1.3699,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.066,101,1.3737,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.1001,101,1.3807,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.1499,101,1.3887,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.1993,101,1.395,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.3003,101,1.4045,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.401,101,1.4112,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.4998,101,1.4162,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.5979,101,1.4201,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.7035,101,1.4234,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.798,101,1.4259,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.8488,101,1.427,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.8997,101,1.4281,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,0.9477,101,1.4291,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,308.15,1,101,1.43,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0,101,1.3508,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.02,101,1.3578,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.0497,101,1.3665,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.066,101,1.3704,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.1001,101,1.3775,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.1499,101,1.3857,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.1993,101,1.392,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.3003,101,1.4014,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.401,101,1.4081,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.4998,101,1.4132,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.5979,101,1.4171,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.7035,101,1.4205,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.798,101,1.4231,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.8488,101,1.4243,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.8997,101,1.4254,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,0.9477,101,1.4264,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,318.15,1,101,1.4274,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0,101,1.3465,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.02,101,1.354,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.0497,101,1.363,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.066,101,1.3671,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.1001,101,1.3744,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.1499,101,1.3827,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.1993,101,1.389,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.3003,101,1.3985,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.401,101,1.4052,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.4998,101,1.4102,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.5979,101,1.4142,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.7035,101,1.4177,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.798,101,1.4203,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.8488,101,1.4215,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.8997,101,1.4227,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,0.9477,101,1.4237,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
XarUf,328.15,1,101,1.4247,Vercher et al. (2018),Refractive index,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,,
