setid,Mole fraction of lithium bis((trifluoromethyl)sulfonyl)amide,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
QWRYx,0.333,298.15,100,1.4421,Chen et al. (2022a),Refractive index,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AARkmK,OCC(O)CO,glycerol,,,,
QWRYx,0.333,308.15,100,1.44,Chen et al. (2022a),Refractive index,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AARkmK,OCC(O)CO,glycerol,,,,
QWRYx,0.333,318.15,100,1.4379,Chen et al. (2022a),Refractive index,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AARkmK,OCC(O)CO,glycerol,,,,
QWRYx,0.333,328.15,100,1.4356,Chen et al. (2022a),Refractive index,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,AARkmK,OCC(O)CO,glycerol,,,,
