setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
KKZcO,293.15,0.008,101,1.499,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
KKZcO,293.15,0.0102,101,1.4965,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
KKZcO,293.15,0.0119,101,1.4938,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
KKZcO,293.15,0.0141,101,1.4917,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
KKZcO,293.15,0.016,101,1.4889,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
KKZcO,298.15,0.008,101,1.4973,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
KKZcO,298.15,0.0102,101,1.4952,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
KKZcO,298.15,0.0119,101,1.4925,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
KKZcO,298.15,0.0141,101,1.4906,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
KKZcO,298.15,0.016,101,1.4878,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
KKZcO,303.15,0.008,101,1.496,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
KKZcO,303.15,0.0102,101,1.4936,Tong et al. (2012b),Refractive index,Liquid,AADYJk,O,water,AAmQBR,CCC[n+]1ccn(C)c1.NCC(=O)[O-],1-propyl-3-methylimidazolium glycine,,,,
