setid,"Mole fraction of 2,4-pentanedione","Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
tftfZ,0.0599,101,298.15,1.481,Choi et al. (2013),Refractive index,Liquid,AATNpB,CC(=O)CC(C)=O,"2,4-pentanedione",ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,
tftfZ,0.113,101,298.15,1.4808,Choi et al. (2013),Refractive index,Liquid,AATNpB,CC(=O)CC(C)=O,"2,4-pentanedione",ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,
tftfZ,0.2,101,298.15,1.4801,Choi et al. (2013),Refractive index,Liquid,AATNpB,CC(=O)CC(C)=O,"2,4-pentanedione",ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,
tftfZ,0.3143,101,298.15,1.4795,Choi et al. (2013),Refractive index,Liquid,AATNpB,CC(=O)CC(C)=O,"2,4-pentanedione",ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,
tftfZ,0.4094,101,298.15,1.4785,Choi et al. (2013),Refractive index,Liquid,AATNpB,CC(=O)CC(C)=O,"2,4-pentanedione",ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,
tftfZ,0.5016,101,298.15,1.4773,Choi et al. (2013),Refractive index,Liquid,AATNpB,CC(=O)CC(C)=O,"2,4-pentanedione",ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,
tftfZ,0.5967,101,298.15,1.4757,Choi et al. (2013),Refractive index,Liquid,AATNpB,CC(=O)CC(C)=O,"2,4-pentanedione",ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,
tftfZ,0.7002,101,298.15,1.4732,Choi et al. (2013),Refractive index,Liquid,AATNpB,CC(=O)CC(C)=O,"2,4-pentanedione",ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,
tftfZ,0.8004,101,298.15,1.47,Choi et al. (2013),Refractive index,Liquid,AATNpB,CC(=O)CC(C)=O,"2,4-pentanedione",ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,
tftfZ,0.9,101,298.15,1.463,Choi et al. (2013),Refractive index,Liquid,AATNpB,CC(=O)CC(C)=O,"2,4-pentanedione",ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,
tftfZ,0.9496,101,298.15,1.4578,Choi et al. (2013),Refractive index,Liquid,AATNpB,CC(=O)CC(C)=O,"2,4-pentanedione",ACBnAk,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,tetradecyl(trihexyl)phosphonium dicyanamide,,,,
