setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
wqqFk,298.15,0,100,1.51119,Suneetha et al. (2017a),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
wqqFk,298.15,0.1011,100,1.49062,Suneetha et al. (2017a),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
wqqFk,298.15,0.21,100,1.47455,Suneetha et al. (2017a),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
wqqFk,298.15,0.2968,100,1.46474,Suneetha et al. (2017a),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
wqqFk,298.15,0.3922,100,1.45603,Suneetha et al. (2017a),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
wqqFk,298.15,0.4939,100,1.4486,Suneetha et al. (2017a),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
wqqFk,298.15,0.5883,100,1.44302,Suneetha et al. (2017a),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
wqqFk,298.15,0.6852,100,1.43821,Suneetha et al. (2017a),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
wqqFk,298.15,0.7901,100,1.4338,Suneetha et al. (2017a),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
wqqFk,298.15,0.8623,100,1.43114,Suneetha et al. (2017a),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,,
