setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
mTnCD,283.15,101.325,1.51371,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,288.15,101.325,1.51202,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,293.15,101.325,1.50996,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,298.15,101.325,1.508,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,303.15,101.325,1.50588,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,308.15,101.325,1.50404,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,313.15,101.325,1.50205,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,318.15,101.325,1.50016,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,323.15,101.325,1.49835,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,328.15,101.325,1.4965,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,333.15,101.325,1.49478,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,338.15,101.325,1.49305,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,343.15,101.325,1.49136,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,348.15,101.325,1.48975,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
mTnCD,353.15,101.325,1.48816,Neves et al. (2013b),Refractive index,Liquid,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,,,,,
