setid,Weight fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
gsLxG,0,288.15,100,1.5192,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0,293.15,100,1.5173,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0,298.15,100,1.5154,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0,303.15,100,1.5141,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0,308.15,100,1.5126,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0,313.15,100,1.5107,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0,318.15,100,1.5093,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0,323.15,100,1.5077,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0,328.15,100,1.506,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00489,288.15,100,1.5176,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00489,293.15,100,1.5158,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00489,298.15,100,1.514,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00489,303.15,100,1.5126,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00489,308.15,100,1.5111,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00489,313.15,100,1.5092,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00489,318.15,100,1.5078,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00489,323.15,100,1.5062,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00489,328.15,100,1.5045,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00766,288.15,100,1.5167,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00766,293.15,100,1.515,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00766,298.15,100,1.5131,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00766,303.15,100,1.5117,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00766,308.15,100,1.5102,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00766,313.15,100,1.5083,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00766,318.15,100,1.5069,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00766,323.15,100,1.5053,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.00766,328.15,100,1.5036,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.01112,288.15,100,1.5155,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.01112,293.15,100,1.5139,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.01112,298.15,100,1.512,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.01112,303.15,100,1.5106,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.01112,308.15,100,1.5092,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.01112,313.15,100,1.5073,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.01112,318.15,100,1.5058,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.01112,323.15,100,1.5042,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.01112,328.15,100,1.5025,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.01425,288.15,100,1.5145,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.01425,293.15,100,1.5129,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
gsLxG,0.01425,298.15,100,1.5111,Wang et al. (2021a),Refractive index,Liquid,AAuVsW,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1C,"1-butyl-2,3-dimethylimidazolium DL-alaninate",AADYJk,O,water,,,,
