setid,Weight fraction of water,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
IKXyi,0,288.15,101,1.488,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,,
IKXyi,0,293.15,101,1.487,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,,
IKXyi,0,298.15,101,1.4861,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,,
IKXyi,0,303.15,101,1.4851,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,,
IKXyi,0,308.15,101,1.4839,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,,
IKXyi,0,313.15,101,1.483,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,,
IKXyi,0,318.15,101,1.482,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,,
IKXyi,0,323.15,101,1.4809,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,,
IKXyi,0,328.15,101,1.4797,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,,
IKXyi,0.0088,288.15,101,1.4866,Hong et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AAoqOm,CCC(=O)[O-].CCCCn1cc[n+](C)c1,3-butyl-1-methyl-1H-imidazolium propanoate,,,,
